PeopleName,pronunciation,Country,Population,Language,Religion,Latitude,Longitude,Global Status of  Evangelical Christianity,Evangelical Engagement,Physical Exertion,Freedom Index,Government Restrictions Index,Social Hostilities Index,Threat Level,ROP1,ROP2,ROP3,People Name,GENC,FIPS,FIPS of Origin,Unnamed: 21,Unnamed: 22,IMB Affinity Group,Not Engaged Anywhere,SPI,Strategic Priority Index,Population Layer,Indigenous,ISOalpha3,
Seneca,sene-ca,Canada,1000,English,Christianity - Non-Evangelical Protestant,43.0548,-80.1958,4,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A009,C0154,108837,Seneca,CAN,CA,,,,American Peoples,Yes,2,No Longer Unreached,"""<10","000""",Indigenous,CAN,seneca
Seneca,sene-ca,United States,8000,English,Christianity - Roman Catholicism,42.14143,-78.7867,4,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,108837,Seneca,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"""<10","000""",Indigenous,USA,seneca
Senga,senga,Zambia,101000,Tumbuka,Ethnoreligion,-11.21261,33.15507,1,Unengaged,Strenuous,Partly Free,Moderate,Moderate,Level 1: Exercise Normal Precautions,A013,C0266,115464,Senga,ZMB,ZA,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"""100","000+""",Indigenous,ZMB,senga
Senggi,sen-ggi,Indonesia,275,Indonesian,Christianity - Evangelical Protestant,-3.4456,140.7796,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A010,C0152,108840,Senggi,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"""<10","000""",Indigenous,IDN,senggi
Sentinelese,sen-tine-lee-z,India,60,Sentinel,Ethnoreligion - Animism,11.557662,92.267154,0,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0333,113613,Sentinelese,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"""<10","000""",Indigenous,IND,senti-nelese
"""Senufo",senu-fo,,Cote d’Ivoire,117000,Nafaanra,Islam - Folk,8.0439,-2.8022,1,Unengaged,Strenuous,Partly Free,Low,High,Level 2: Exercise Increased Caution,A013,C0087,100951,"""Senufo"," Nafana""",CIV,IV,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"""100","000+""",Diaspora,CIV,senufo nafana
"""Senufo",senu-fo,,Ghana,96500,Nafaanra,Islam - Folk,8.00522,-2.51001,6,Unengaged,Strenuous,Free,Low,Moderate,Level 2: Exercise Increased Caution,A013,C0087,100951,"""Senufo"," Nafana""",GHA,GH,IV,,,Sub-Saharan African Peoples,Yes,2,No Longer Unreached,"""50","000+""",Indigenous,GHA,senufo nafana
"""Senufo",senu-fo,,Burkina Faso,64500,Senara Sénoufo,Ethnoreligion - Animism,10.49874,-5.28216,1,Unengaged,Extreme,Not Free,Low,High,Level 4: Do Not Travel,A013,C0087,107309,"""Senufo"," Senara""",BFA,UV,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"""50","000+""",Indigenous,BFA,senufo senara
"""Senufo",senu-fo,,Mali,322000,Syenara Sénoufo,Ethnoreligion - Animism,10.555,-5.764,1,Unengaged,Extreme,Not Free,Low,Moderate,Level 4: Do Not Travel,A013,C0087,108931,"""Senufo"," Syenara""",MLI,ML,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"""100","000+""",Indigenous,MLI,senufo sye-nara
Seok,seok,India,1900,Kangri,Hinduism,32.11086,76.536253,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,113574,Seok,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"""<10","000""",Indigenous,IND,seok
Serb,serb,Argentina,7300,Serbian,Unaffiliated,-34.623844,-58.451667,1,Unengaged,Low,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A003,C0195,108856,Serb,ARG,AR,RI,,,European Peoples,,0,Unengaged and Unreached,"""<10","000""",Diaspora,ARG,serb
Serb,serb,Austria,154000,Serbian,Christianity - Eastern Orthodox,48.216307,16.318657,1,Unengaged,Little,Free,Moderate,High,Level 1: Exercise Normal Precautions,A003,C0195,108856,Serb,AUT,AU,RI,,,European Peoples,,0,Unengaged and Unreached,"""100","000+""",Diaspora,AUT,serb
Serb,serb,Bosnia and Herzegovina,958000,Serbian,Christianity - Eastern Orthodox,44.77517,17.186066,2,Unengaged,Medium,Partly Free,Low,Moderate,Level 2: Exercise Increased Caution,A003,C0195,108856,Serb,BIH,BK,RI,,,European Peoples,,0,Unengaged and Unreached,"""100","000+""",Indigenous,BIH,serb
Serb,serb,Canada,37000,Serbian,Christianity - Eastern Orthodox,43.670473,-79.365893,1,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A003,C0195,108856,Serb,CAN,CA,RI,,,European Peoples,,0,Unengaged and Unreached,"""10","000+""",Diaspora,CAN,serb
Serb,serb,Chile,4000,Serbian,Unaffiliated,-33.480201,-70.657207,1,Unengaged,Low,Free,Low,Low,Level 2: Exercise Increased Caution,A003,C0195,108856,Serb,CHL,CI,RI,,,European Peoples,,0,Unengaged and Unreached,"""<10","000""",Diaspora,CHL,serb
Serb,serb,France,60500,Serbian,Christianity - Eastern Orthodox,48.851003,2.440567,1,Unengaged,Little,Free,Moderate,High,Level 2: Exercise Increased Caution,A003,C0195,108856,Serb,FRA,FR,RI,,,European Peoples,,0,Unengaged and Unreached,"""50","000+""",Diaspora,FRA,serb
Serb,serb,Italy,36000,Serbian,Christianity - Eastern Orthodox,45.516,11.333,1,Unengaged,Low,Free,Moderate,High,Level 2: Exercise Increased Caution,A003,C0195,108856,Serb,ITA,IT,,,,European Peoples,,0,Unengaged and Unreached,"""10","000+""",Diaspora,ITA,serb
Serb,serb,Slovenia,53000,Serbian,Christianity - Roman Catholicism,46.0555,14.5083,1,Unengaged,Little,Free,Low,Low,Level 1: Exercise Normal Precautions,A003,C0195,108856,Serb,SVN,SI,,,,European Peoples,,0,Unengaged and Unreached,"""50","000+""",Diaspora,SVN,serb
Serb,serb,Türkiye,5200,Serbian,Christianity - Eastern Orthodox,41.0145,28.8007,1,Unengaged,Low,Not Free,High,High,Level 2: Exercise Increased Caution,A003,C0195,108856,Serb,TUR,TU,RI,,,European Peoples,,0,Unengaged and Unreached,"""<10","000""",Diaspora,TUR,serb
Serdukpen,ser-duk-pen,India,3900,Sherdukpen,Buddhism - Folk,27.104939,92.272331,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0333,113588,Sherdukpen,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"""<10","000""",Indigenous,IND,serd-ukpen
Sere,sere,"""Congo"," Democratic Republic of the""",11500,Zande,Ethnoreligion,3.829,27.293,1,Unengaged,Extreme,Not Free,Moderate,High,Level 3: Reconsider Travel,A013,C0003,108860,Sere,COD,CG,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"""10","000+""",Indigenous,COD,sere
Seri,seri,Mexico,1400,Spanish,Christianity - Folk Catholicism,29.0205,-112.1629,4,Unengaged,Medium,Partly Free,Moderate,High,Other,A007,C0165,108865,Seri,MEX,MX,,,,American Peoples,Yes,2,No Longer Unreached,"""<10","000""",Indigenous,MEX,seri
Serili,seri-li,Indonesia,600,Ambonese Malay,Christianity - Evangelical Protestant,-8.114,129.912,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0132,108866,Serili,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"""<10","000""",Indigenous,IDN,serili
Serrano,ser-rano,United States,325,English,Ethnoreligion - Animism,33.920977,-116.771229,4,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,108868,Serrano,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"""<10","000""",Indigenous,USA,ser-rano
Serudung Murut,seru-dun-g murut,Malaysia,1900,Serudung Murut,Ethnoreligion - Animism,4.39954,117.27931,5,Unengaged,Low,Partly Free,High,High,Level 1: Exercise Normal Precautions,A008,C0059,108871,Serudung Murut,MYS,MY,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"""<10","000""",Indigenous,MYS,seru-dung murut
Serui-Laut,serui--lau-t,Indonesia,1600,Serui-Laut,Christianity - Evangelical Protestant,-1.87766,136.25218,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A010,C0152,108872,Serui-Laut,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"""<10","000""",Indigenous,IDN,serui--laut
Seychelles Deaf,sey-che-lle-s def,Seychelles,1100,Seychelles Sign Language,Christianity - Roman Catholicism,-4.6167,55.45,0,Unengaged,Medium,Free,Low,Low,Level 1: Exercise Normal Precautions,A017,C0252,114916,Deaf,SYC,SE,,,,Deaf Peoples,,0,Unengaged and Unreached,"""<10","000""",Indigenous,SYC,seych--elles def
Seychellese Creole,sey-che-llee-z creo-le,Canada,1000,Seychelles French Creole,Christianity - Non-Evangelical Protestant,45.543264,-73.570876,5,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A013,C0173,108884,Seychellois,CAN,CA,SE,,,Sub-Saharan African Peoples,Yes,2,No Longer Unreached,"""<10","000""",Diaspora,CAN,seych--ellese creole
Seychellese Creole,sey-che-llee-z creo-le,Seychelles,97500,Seychelles French Creole,Christianity - Non-Evangelical Protestant,-4.619597,55.445147,5,Unengaged,Medium,Free,Low,Low,Level 1: Exercise Normal Precautions,A013,C0173,108884,Seychellois,SYC,SE,,,,Sub-Saharan African Peoples,Yes,2,No Longer Unreached,"""50","000+""",Indigenous,SYC,seych--ellese creole
Seychellese Creole,sey-che-llee-z creo-le,United Kingdom,2800,Seychelles French Creole,Hinduism,51.455899,0.012005,1,Unengaged,Little,Free,Moderate,High,Level 2: Exercise Increased Caution,A013,C0173,108884,Seychellois,GBR,UK,SE,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"""<10","000""",Diaspora,GBR,seych--ellese creole
Seze,seze,Ethiopia,16000,Seze,Ethnoreligion - Animism,9.4175,34.6522,0,Unengaged,Extreme,Not Free,Moderate,Moderate,Level 3: Reconsider Travel,A004,C0161,108885,Seze,ETH,ET,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"""10","000+""",Indigenous,ETH,seze
Shabak,sha-bak,Iraq,281000,Shabak,Islam - Shia,36.3642,43.2234,1,Unengaged,Strenuous,Not Free,High,Very High,Level 4: Do Not Travel,A005,C0114,115440,Shabak,IRQ,IZ,,,,Central Asian Peoples,Yes,0,Unengaged and Unreached,"""100","000+""",Indigenous,IRQ,sh--abak
Shabdakar,sha-bda-kar,India,700,Bengali,Hinduism,23.894144,91.413786,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,117760,Shabdakar,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"""<10","000""",Indigenous,IND,sh-ab-dakar
Shabo,shabo,Ethiopia,1100,Shabo,Ethnoreligion - Animism,7.6284,35.1463,0,Unengaged,Extreme,Not Free,Moderate,Moderate,Level 3: Reconsider Travel,A013,C0153,108891,Shabo,ETH,ET,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"""<10","000""",Indigenous,ETH,sh-abo
Shahara,sha-hara,Saudi Arabia,46000,Shehri,Islam - Sunni,24.601318,46.687965,0,Unengaged,Low,Not Free,Very High,High,Level 3: Reconsider Travel,A001,C0013,108895,Jibbali,SAU,SA,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"""10","000+""",Diaspora,SAU,sh-a-hara
Shaikh (Bhojpuri),shai-kh (bho-jpu-ri),Nepal,310000,Bhojpuri,Islam - Sunni,27.012336,84.869368,1,Unengaged,Strenuous,Partly Free,Moderate,High,Level 2: Exercise Increased Caution,A012,C0043,116689,"""Shaikh"," Bhojpuri""",NPL,NP,IN,,,South Asian Peoples,,0,Unengaged and Unreached,"""100","000+""",Indigenous,NPL,sh--aikh (bhoj-puri)
Shaksaz,sha-ksa-z,India,3200,Kashmiri,Islam - Sunni,33.69343,75.25899,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0321,113593,Shakhsaz,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"""<10","000""",Indigenous,IND,sh-a-ksaz
Shanga,sha-nga,Nigeria,28000,Shanga,Islam - Folk,11.2141,4.5798,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 3: Reconsider Travel,A013,C0134,108910,Shanga,NGA,NI,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"""10","000+""",Indigenous,NGA,sh--anga
Shani,shani,Nigeria,750,Hausa,Ethnoreligion - Animism,10.369895,8.761295,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 3: Reconsider Travel,A013,C0044,108911,Shani,NGA,NI,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"""<10","000""",Indigenous,NGA,sh-ani
Sharanahua,sha-rana-hua,Brazil,500,Sharanahua,Ethnoreligion,-8.528176,-72.341808,1,Unengaged,Medium,Free,Low,Moderate,Level 2: Exercise Increased Caution,A007,C0201,108915,Sharanahua,BRA,BR,PE,,,American Peoples,,0,Unengaged and Unreached,"""<10","000""",Indigenous,BRA,sh-ar-anahua
Shawafna,sha-waf-na,Sudan,4500,Sudanese Arabic,Islam - Sunni,10.94162,30.56298,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A013,C0156,119446,Shawafna,SDN,SU,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"""<10","000""",Indigenous,SDN,sh-a-wafna
Shawiya,sha-wiya,Belgium,42000,Tachawit,Islam - Sunni,50.847122,4.337554,1,Unengaged,Little,Free,Moderate,Moderate,Level 2: Exercise Increased Caution,A001,C0048,108925,"""Amazigh"," Shawiya""",BEL,BE,AG,,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,"""10","000+""",Diaspora,BEL,sh-a-wiya
Shawiya,sha-wiya,France,196000,Tachawit,Islam - Sunni,48.973541,2.632009,1,Unengaged,Little,Free,Moderate,High,Level 2: Exercise Increased Caution,A001,C0048,108925,"""Amazigh"," Shawiya""",FRA,FR,AG,,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,"""100","000+""",Diaspora,FRA,sh-a-wiya
Shawiya,sha-wiya,Italy,39000,Tachawit,Islam - Sunni,41.897086,12.528484,1,Unengaged,Low,Free,Moderate,High,Level 2: Exercise Increased Caution,A001,C0048,108925,"""Amazigh"," Shawiya""",ITA,IT,AG,,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,"""10","000+""",Diaspora,ITA,sh-a-wiya
Shawiya,sha-wiya,Tunisia,51500,Tachawit,Islam - Sunni,35.887421,8.286866,1,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A001,C0048,108925,"""Amazigh"," Shawiya""",TUN,TS,AG,,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,"""50","000+""",Diaspora,TUN,sh-a-wiya
Shawnee,sha-wnee,United States,3000,English,Christianity - Non-Evangelical Protestant,35.35397,-96.76345,4,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,108926,Shawnee,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"""<10","000""",Indigenous,USA,sh-a-wnee
Sheikhzade,shei-khza-de,India,4900,Urdu,Islam - Sunni,29.97256,77.5471,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0043,118991,Sheikhzade,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"""<10","000""",Indigenous,IND,sh-ei-khzade
Sheko,sheko,Ethiopia,55000,Sheko,Ethnoreligion - Animism,7.095,35.4301,1,Unengaged,Extreme,Not Free,Moderate,Moderate,Level 3: Reconsider Travel,A004,C0161,108928,Sheko,ETH,ET,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"""50","000+""",Indigenous,ETH,sh-eko
Shendu,she-ndu,Bangladesh,1900,Shendu,Ethnoreligion - Animism,22.18949,92.56042,4,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0332,108932,Shendu,BGD,BG,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"""<10","000""",Diaspora,BGD,sh--endu
Shenzhou,she-nzhou,China,5100,Mandarin Chinese,Ethnoreligion - Chinese Folk Religion,26.2481,105.915,1,Unengaged,Medium,Not Free,Very High,Low,Other,A002,C0065,114308,Shenzhou,CHN,CH,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"""<10","000""",Indigenous,CHN,sh-e-nzhou
Sherifi,she-rifi,Sudan,250000,Sudanese Arabic,Islam - Sunni,13.887744,28.683327,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A001,C0019,108937,Sherifi,SDN,SU,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"""100","000+""",Indigenous,SDN,sh-e-rifi
Shershabadia,she-rsha-badia,India,4300,Bengali,Islam - Sunni,25.53632,87.57405,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0321,117694,Shershabadia,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"""<10","000""",Indigenous,IND,sh-ersh--abadia
Shifir,shi-fir,Sudan,35000,Undetermined,Islam - Sunni,11.94975,29.162417,0,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A013,C0156,119387,Shifir,SDN,SU,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"""10","000+""",Indigenous,SDN,sh--ifir
Shihuh,shi-huh,United Arab Emirates,21000,Shihhi Arabic,Islam - Sunni,25.97262,56.12282,1,Unengaged,Low,Not Free,Moderate,Low,Level 2: Exercise Increased Caution,A001,C0013,108942,Shihuh,ARE,AE,MU,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"""10","000+""",Indigenous,ARE,sh--ihuh
Shiites,shii-tes,Syria,1280000,Levantine Arabic,Islam - Shia,34.993,37.125,1,Unengaged,Strenuous,Not Free,Very High,Very High,Level 4: Do Not Travel,A001,C0015,116937,"""Arab"," Syrian Shia""",SYR,SY,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"""1",000,"000+""",Indigenous,SYR,sh-i-ites
Shikari,shi-kari,India,850,Hindi,Hinduism,27.560932,76.625017,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,115552,Shikari,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"""<10","000""",Indigenous,IND,sh-i-kari
Shina,shina,India,36500,Shina,Islam - Folk,34.627874,74.804849,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0321,108948,Shina,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"""10","000+""",Indigenous,IND,sh-ina
Shina,shina,Pakistan,576000,Shina,Islam - Sunni,34.6669,75.79188,1,Unengaged,Strenuous,Partly Free,High,High,Level 3: Reconsider Travel,A012,C0321,108948,Shina,PAK,PK,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"""100","000+""",Indigenous,PAK,sh-ina
Shinasha,shi-nas-ha,Ethiopia,81000,Borna,Christianity - Eastern Orthodox,10.2784,36.2264,1,Unengaged,Extreme,Not Free,Moderate,Moderate,Level 3: Reconsider Travel,A004,C0161,108950,Shinasha,ETH,ET,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"""50","000+""",Indigenous,ETH,sh-in-ash-a
Shirazi,shi-razi,Tanzania,947000,Swahili,Islam - Sunni,-6.17023,39.25717,1,Unengaged,Strenuous,Partly Free,Moderate,Moderate,Level 2: Exercise Increased Caution,A013,C0275,108953,Shirazi,TZA,TZ,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"""100","000+""",Indigenous,TZA,sh-i-razi
Shixing,shi-xin-g,China,4000,Shuhi,Buddhism - Tibetan,28.288,100.657,0,Unengaged,Medium,Not Free,Very High,Low,Other,A014,C0216,108956,Shixing,CHN,CH,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"""<10","000""",Indigenous,CHN,sh-i-xing
Shona,shona,Canada,2900,Shona,Ethnoreligion - African Traditional Religion,43.651999,-79.39296,5,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A013,C0272,108959,Shona,CAN,CA,ZI,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"""<10","000""",Diaspora,CAN,sh-ona
Shoshoni,sho-sho-ni,United States,10500,Shoshoni,Christianity - Non-Evangelical Protestant,43.0038,-108.80667,5,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,108962,Shoshone,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"""10","000+""",Indigenous,USA,sh-os-h-oni
Shravan,shra-van,India,50,Gujarati,Hinduism,21.532319,70.451857,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0294,118898,Shravan,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"""<10","000""",Indigenous,IND,sh-r-avan
"""Shui",shui,,China,14000,Sui,Ethnoreligion,25.248991,104.700356,1,Unengaged,Medium,Not Free,Very High,Low,Other,A011,C0207,108968,"""Shui"," Yunnan""",CHN,CH,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"""10","000+""",Indigenous,CHN,sh-ui yunnan
Shukria,shu-kria,Sudan,355000,Sudanese Arabic,Islam - Folk,15.3128,35.6086,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A001,C0019,108969,Shukria,SDN,SU,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"""100","000+""",Indigenous,SDN,sh-u-kria
Shumashti,shu-mas-hti,Afghanistan,2300,Shumashti,Islam - Sunni,34.745829,70.753463,1,Unengaged,Strenuous,Not Free,Very High,High,Level 4: Do Not Travel,A012,C0321,108970,Shumashti,AFG,AF,PK,,,South Asian Peoples,,0,Unengaged and Unreached,"""<10","000""",Indigenous,AFG,sh-um-ash-ti
Shuswap,shu-swa-p,Canada,11000,English,Christianity - Non-Evangelical Protestant,50.7791,-119.7487,5,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A009,C0154,108971,Shuswap,CAN,CA,,,,American Peoples,Yes,2,No Longer Unreached,"""10","000+""",Indigenous,CAN,sh-u-swap
Shuweihat,shu-wei-hat,Sudan,134000,Sudanese Arabic,Islam - Sunni,12.156282,27.331555,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A001,C0018,108972,"""Baggara"," Shuwa Arab""",SDN,SU,CD,,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,"""100","000+""",Indigenous,SDN,sh-uw-eihat
Siagha-Yenimu,sia-gha--ye-nimu,Indonesia,4400,Edera Awyu,Christianity - Evangelical Protestant,-7.0038,139.91413,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A010,C0152,108975,Siagha-Yenimu,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"""<10","000""",Indigenous,IDN,siagha--yenimu
Sian,see--uh-n,Malaysia,175,Sihan (Malaysia),Ethnoreligion - Animism,2.66154,113.84266,4,Unengaged,Low,Partly Free,High,High,Level 1: Exercise Normal Precautions,A008,C0059,108979,Sian,MYS,MY,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"""<10","000""",Indigenous,MYS,sian
Siau Sangirese,siau san-giree-z,Indonesia,81000,Sangir,Christianity - Non-Evangelical Protestant,2.728621,125.371157,5,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0140,114388,Siau Sangirese,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"""50","000+""",Indigenous,IDN,siau sang-irese
