PeopleName,Country,Population,Language,Religion,Latitude,Longitude,Global Status of  Evangelical Christianity,Evangelical Engagement,Physical Exertion,Freedom Index,Government Restrictions Index,Social Hostilities Index,Threat Level,ROP1,ROP2,ROP3,People Name,GENC,FIPS,FIPS of Origin,Unnamed: 21,Unnamed: 22,IMB Affinity Group,Not Engaged Anywhere,SPI,Strategic Priority Index,Population Layer,Indigenous,ISOalpha3
Punan Merap,Indonesia,275,Punan Merap,Christianity - Non-Evangelical Protestant,3.5542,116.6175,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0059,108178,Punan Merap,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Punan Tubu,Indonesia,3600,Punan Tubu,Ethnoreligion - Animism,3.7539,116.7557,4,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0059,108179,Punan Tubu,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Punjabi,Afghanistan,8400,Eastern Panjabi,Islam - Sunni,34.534,69.194,1,Unengaged,Strenuous,Not Free,Very High,High,Level 4: Do Not Travel,A012,C0183,108182,"Punjabi, Eastern",AFG,AF,PK,,,South Asian Peoples,,0,Unengaged and Unreached,"<10,000",Indigenous,AFG
Punjabi,Belgium,23500,Western Panjabi,Islam - Sunni,50.845939,4.317862,1,Unengaged,Little,Free,Moderate,Moderate,Level 2: Exercise Increased Caution,A012,C0183,110802,"Punjabi, Western",BEL,BE,PK,,,South Asian Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,BEL
Punjabi,Denmark,9900,Eastern Panjabi,Sikhism,55.680091,12.570708,1,Unengaged,Little,Free,Moderate,High,Level 2: Exercise Increased Caution,A012,C0183,108182,"Punjabi, Eastern",DNK,DA,PK,,,South Asian Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,DNK
Punjabi,Fiji,9400,Eastern Panjabi,Hinduism - Folk,-17.604244,177.452619,1,Unengaged,Medium,Partly Free,Moderate,Low,Level 1: Exercise Normal Precautions,A012,C0183,108182,"Punjabi, Eastern",FJI,FJ,PK,,,South Asian Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,FJI
Punjabi,Nepal,15500,Eastern Panjabi,Hinduism,26.601554,87.102456,1,Unengaged,Strenuous,Partly Free,Moderate,High,Level 2: Exercise Increased Caution,A012,C0183,108182,"Punjabi, Eastern",NPL,NP,PK,,,South Asian Peoples,,0,Unengaged and Unreached,"10,000+",Indigenous,NPL
Punjabi,Sri Lanka,12500,Eastern Panjabi,Sikhism,7.717052,81.70006,1,Unengaged,Medium,Partly Free,High,High,Level 2: Exercise Increased Caution,A012,C0183,108182,"Punjabi, Eastern",LKA,CE,PK,,,South Asian Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,LKA
"Punjabi, Eastern",Myanmar,78000,Eastern Panjabi,Hinduism - Folk,16.867095,96.126759,1,Unengaged,Strenuous,Not Free,Very High,High,Level 4: Do Not Travel,A012,C0183,108182,"Punjabi, Eastern",MMR,BM,PK,,,Asian Pacific Rim Peoples,,0,Unengaged and Unreached,"50,000+",Diaspora,MMR
"Punjabi, Sikhs",Bangladesh,70,Eastern Panjabi,Sikhism,23.709921,90.407143,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0183,108182,"Punjabi, Eastern",BGD,BG,PK,,,South Asian Peoples,,0,Unengaged and Unreached,"<10,000",Indigenous,BGD
"Punjabi, Western",Libya,71500,Western Panjabi,Islam - Sunni,32.870569,13.211443,1,Unengaged,Medium,Not Free,High,High,Level 4: Do Not Travel,A012,C0183,110802,"Punjabi, Western",LBY,LY,PK,,,South Asian Peoples,,0,Unengaged and Unreached,"50,000+",Diaspora,LBY
Puoc,Laos,9900,Puoc,Ethnoreligion - Animism,20.74432,103.83556,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 2: Exercise Increased Caution,A011,C0147,108192,"Puoc, Xinh Mun",LAO,LA,VM,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Diaspora,LAO
Puragi,Indonesia,1000,Puragi,Christianity - Evangelical Protestant,-1.9353,132.2928,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A010,C0152,108194,Puragi,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Puran,India,2200,Panchpargania,Hinduism,23.050437,85.655047,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,113395,Puran,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Purig-Pa,India,54000,Kashmiri,Islam - Sunni,34.559595,76.126202,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0333,113383,Purig-Pa,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,IND
Purik,China,850,Purig,Islam - Shia,32.608957,79.557712,1,Unengaged,Medium,Not Free,Very High,Low,Other,A012,C0333,113383,Purig-Pa,CHN,CH,IN,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Diaspora,CHN
Puroik,China,450,Puroik,Ethnoreligion - Chinese Folk Religion,28.42033,93.105056,1,Unengaged,Medium,Not Free,Very High,Low,Other,A012,C0333,113699,Puroik,CHN,CH,,,,Asian Pacific Rim Peoples,,0,Unengaged and Unreached,"<10,000",Indigenous,CHN
Pusha,China,6300,Mandarin Chinese,Ethnoreligion,23.429194,106.288066,1,Unengaged,Medium,Not Free,Very High,Low,Other,A011,C0235,114282,Pusha,CHN,CH,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,CHN
Puspakan Unni,India,3100,Malayalam,Hinduism,8.518617,76.938278,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0289,118630,Puspakan Unni,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Putliwale,India,1000,Urdu,Islam - Sunni,26.846511,80.946683,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0321,113396,Putliwale,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Putoh,Indonesia,11000,Putoh,Ethnoreligion - Animism,3.612053,116.308685,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0059,108206,Putoh,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,IDN
Pyen,Myanmar,700,Pyen,Christianity - Evangelical Protestant,22.045,99.554,6,Unengaged,Strenuous,Not Free,Very High,High,Level 4: Do Not Travel,A014,C0229,108212,Pyen,MMR,BM,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,MMR
Qanu,China,14500,Northern Qiandong Miao,Ethnoreligion - Animism,26.321,107.8776,1,Unengaged,Medium,Not Free,Very High,Low,Other,A011,C0138,114284,Qanu,CHN,CH,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,CHN
Qixingmin,China,7100,Mandarin Chinese,Buddhism - Mahayana,26.4579,105.1437,1,Unengaged,Medium,Not Free,Very High,Low,Other,A014,C0229,114297,Qixingmin,CHN,CH,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,CHN
Qizilbash,Afghanistan,350000,Dari,Islam - Shia,32.364777,62.09403,1,Unengaged,Strenuous,Not Free,Very High,High,Level 4: Do Not Travel,A005,C0179,108231,Qizilbash,AFG,AF,,,,Central Asian Peoples,Yes,0,Unengaged and Unreached,"100,000+",Indigenous,AFG
Quapaw,United States,3000,English,Christianity - Non-Evangelical Protestant,36.94712,-94.66336,4,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,108234,Quapaw,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,USA
"Quechan, Kechan",United States,3000,English,Christianity - Non-Evangelical Protestant,32.78589,-114.59862,4,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,108235,Quechan,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,USA
Quechua,United States,1400,South Bolivian Quechua,Ethnoreligion,38.879006,-77.105256,4,Unengaged,Little,Free,Moderate,High,Caution,A007,C0185,108236,"Quechua, South Bolivian",USA,US,BL,,,American Peoples,,2,No Longer Unreached,"<10,000",Diaspora,USA
"Quechua, Ancash,  Conchucos, Northern",Peru,320000,Northern Conchucos Ancash Quechua,Ethnoreligion,-8.8172,-77.3492,1,Unengaged,Medium,Partly Free,Moderate,Low,Level 2: Exercise Increased Caution,A007,C0185,102279,"Quechua, Northern Conchucos Ancash",PER,PE,,,,American Peoples,Yes,0,Unengaged and Unreached,"100,000+",Indigenous,PER
"Quechua, Cajamarca",Peru,30000,Cajamarca Quechua,Ethnoreligion,-7.1456,-78.6719,5,Unengaged,Medium,Partly Free,Moderate,Low,Level 2: Exercise Increased Caution,A007,C0185,101848,"Quechua, Cajamarca",PER,PE,,,,American Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,PER
"Quechua, Chilean",Chile,9900,South Bolivian Quechua,Ethnoreligion,-22.344,-68.019,6,Unengaged,Low,Free,Low,Low,Level 2: Exercise Increased Caution,A007,C0185,115799,"Quechua, Chilean",CHL,CI,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,CHL
"Quechua, Corongo Ancash",Peru,8300,Corongo Ancash Quechua,Christianity - Folk Catholicism,-8.5134,-77.854,4,Unengaged,Medium,Partly Free,Moderate,Low,Level 2: Exercise Increased Caution,A007,C0185,102294,"Quechua, Corongo Ancash",PER,PE,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PER
"Quechua, Pacaraos",Peru,1000,Spanish,Ethnoreligion,-11.186,-76.6477,4,Unengaged,Medium,Partly Free,Moderate,Low,Level 2: Exercise Increased Caution,A007,C0185,108240,"Quechua, Pacaroas",PER,PE,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PER
"Quichua, Napo Lowland",Ecuador,17500,Napo Quechua,Ethnoreligion,-0.6201,-75.8617,5,Unengaged,Medium,Partly Free,Low,Low,Level 2: Exercise Increased Caution,A007,C0185,105887,"Quichua, Napo Lowland",ECU,EC,,,,American Peoples,,2,No Longer Unreached,"10,000+",Indigenous,ECU
"Quichua, Pastaza, Northern",Ecuador,10000,Northern Pastaza Quichua,Ethnoreligion,-2.0793,-76.7957,5,Unengaged,Medium,Partly Free,Low,Low,Level 2: Exercise Increased Caution,A007,C0185,108245,"Quichua, Northern Pastaza",ECU,EC,,,,American Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,ECU
"Quichua, Santiago de Estero",Argentina,59500,Santiago del Estero Quichua,Ethnoreligion,-27.422553,-63.59383,1,Unengaged,Low,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A007,C0185,108678,"Quichua, Santiago del Estero",ARG,AR,,,,American Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,ARG
"Quichua, Tena Lowland",Ecuador,51500,Tena Lowland Quichua,Ethnoreligion,-0.76271,-77.54039,5,Unengaged,Medium,Partly Free,Low,Low,Level 2: Exercise Increased Caution,A007,C0185,109945,"Quichua, Tena Lowland",ECU,EC,,,,American Peoples,Yes,2,No Longer Unreached,"50,000+",Indigenous,ECU
"Quichua, Tigre",Peru,2000,Northern Pastaza Quichua,Ethnoreligion,-3.0295,-75.2945,1,Unengaged,Medium,Partly Free,Moderate,Low,Level 2: Exercise Increased Caution,A007,C0185,108245,"Quichua, Northern Pastaza",PER,PE,EC,,,American Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,PER
Quileute,United States,475,English,Christianity - Non-Evangelical Protestant,47.8974,-124.6178,4,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,108246,Quileute,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,USA
Quillasinga,Colombia,7300,Spanish,Christianity - Folk Catholicism,1.147598,-77.00217,1,Unengaged,Medium,Free,Moderate,Moderate,Level 3: Reconsider Travel,A007,C0201,115192,Quillacinga,COL,CO,,,,American Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,COL
"Quinault, Lower Chehalis",United States,2300,English,Christianity - Non-Evangelical Protestant,47.4214,-124.16024,4,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,108248,Quinault,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,USA
Racband,India,3500,Eastern Panjabi,Hinduism,31.8099,75.6585,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,113407,Rachband,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Rachavar,India,44000,Telugu,Hinduism,12.29581,76.63938,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,113446,Razu,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IND
Raddi,India,162000,Kannada,Hinduism,16.83,75.71,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,113408,Raddi,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"100,000+",Indigenous,IND
Radhi,India,54500,Odia,Hinduism,20.903364,85.140108,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,117758,Radhi,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,IND
Rai Bhat Muslim,India,192000,Urdu,Islam - Sunni,28.97222,77.7058,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0294,118980,Rai Bhat Muslim,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"100,000+",Indigenous,IND
Rajannalu,India,2600,Telugu,Hinduism,18.58165,79.312597,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,113458,Rajannalu,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Rajapuri,India,53500,Konkani,Hinduism,12.852817,75.248843,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0294,113420,Rajpur,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,IND
Rajbhar,Nepal,40000,Nepali,Hinduism,27.433184,83.847381,1,Unengaged,Strenuous,Partly Free,Moderate,High,Level 2: Exercise Increased Caution,A012,C0311,113416,Rajbhar,NPL,NP,,,,South Asian Peoples,,0,Unengaged and Unreached,"10,000+",Indigenous,NPL
Rajdhop,India,4200,Angika,Hinduism,25.870556,86.601389,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,113457,Rajdhop,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Raji,India,650,Rawat,Hinduism,30.0937,80.2565,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,108272,Raji,IND,IN,NP,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Raji,Nepal,3000,Raji,Hinduism,28.500634,80.927915,1,Unengaged,Strenuous,Partly Free,Moderate,High,Level 2: Exercise Increased Caution,A012,C0311,108272,Raji,NPL,NP,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,NPL
Rajkoti,Pakistan,23500,Gawri,Islam - Sunni,35.52988,72.573114,1,Unengaged,Strenuous,Partly Free,High,High,Level 3: Reconsider Travel,A012,C0321,108274,Rajkoti,PAK,PK,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,PAK
Rajkumhar,India,4200,Hindi,Hinduism,27.219214,77.486378,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,118677,Rajkumhar,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Rajpurohit,India,95500,Marwari (India),Hinduism,27.567392,73.009285,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0294,118678,Rajpurohit,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,IND
Rakahanga-Manihiki,New Zealand,2800,Rakahanga-Manihiki,Christianity - Evangelical Protestant,-36.9292,174.9098,6,Unengaged,Little,Free,Low,Low,Level 1: Exercise Normal Precautions,A010,C0180,108282,Rakahanga-Manihiki,NZL,NZ,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Diaspora,NZL
Rana,India,74500,Odia,Hinduism,19.863452,83.123888,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,113429,Rana,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,IND
Raneyar,India,4500,Kannada,Hinduism,12.982412,75.127361,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0289,113430,Raneyar,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Rao,China,14000,T’en,Ethnoreligion,26.462498,107.52825,0,Unengaged,Medium,Not Free,Very High,Low,Other,A011,C0054,114299,Rao,CHN,CH,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,CHN
Rapa,French Polynesia,800,Rapa,Christianity - Non-Evangelical Protestant,-27.63043,-144.33752,1,Unengaged,Medium,Free,Moderate,High,Level 1: Exercise Normal Precautions,A010,C0180,108304,Rapa,PYF,FP,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,PYF
Rarotongan,United States,100,Cook Islands Maori,Christianity - Evangelical Protestant,21.398124,-157.947495,6,Unengaged,Little,Free,Moderate,High,Caution,A010,C0180,102284,Cook Islands Maori,USA,US,NZ,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Diaspora,USA
Rashad,Sudan,74000,Sudanese Arabic,Islam - Sunni,11.87575,31.111222,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A013,C0156,119470,Rashad,SDN,SU,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,SDN
Rashaida,Sudan,146000,Gulf Arabic,Islam - Sunni,18.430316,37.830504,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A001,C0019,108307,Rashaida,SDN,SU,,,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,"100,000+",Indigenous,SDN
Rastogi,India,51500,Hindi,Hinduism,25.3601,83.0077,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,117273,Rastogi,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,IND
Ratal,India,2700,Dogri,Hinduism,32.377579,75.521847,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0289,113434,Ratal,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Rath,India,408000,Sindhi,Islam - Sunni,28.01989,73.317551,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0321,113114,"Rathia, Muslim",IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"100,000+",Indigenous,IND
Rathodia,India,700,Gujarati,Hinduism,22.303929,73.403101,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,113473,Rathodia,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Raval,India,12000,Kannada,Hinduism,15.458772,75.008558,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,117826,Raval,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IND
Rave,India,108000,Hindi,Hinduism,29.437519,77.780946,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,118680,Rave,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"100,000+",Indigenous,IND
Rawang,China,700,Rawang,Christianity - Evangelical Protestant,27.7295,98.3119,6,Unengaged,Medium,Not Free,Very High,Low,Other,A014,C0142,108326,Rawang,CHN,CH,BM,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Diaspora,CHN
Rawngtu Chin,Myanmar,5000,Rawngtu Chin,Ethnoreligion - Polytheism,21.3151,93.2389,6,Unengaged,Strenuous,Not Free,Very High,High,Level 4: Do Not Travel,A012,C0332,110739,Rawngtu Chin,MMR,BM,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,MMR
Raya Rawat,India,2400,Kannada,Hinduism,13.370963,76.641271,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,113444,Raya Rawat,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Raysipotra,India,1500,Kacchi,Islam - Folk,23.671237,69.71388,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0321,113445,Raysipotra,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Red Tai,Vietnam,173000,Tai Daeng,Ethnoreligion - Animism,20.90556,104.7046,1,Unengaged,Medium,Not Free,Very High,Low,Level 1: Exercise Normal Precautions,A011,C0207,109708,"Tai Daeng, Red Tai",VNM,VM,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"100,000+",Indigenous,VNM
Red Thai,Laos,45000,Tai Daeng,Ethnoreligion - Animism,20.00625,104.54458,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 2: Exercise Increased Caution,A011,C0207,109708,"Tai Daeng, Red Tai",LAO,LA,VM,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,LAO
Reddi,India,3200,Telugu,Hinduism,9.0207,76.9291,2,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0302,117827,Konda Palli Reddiar,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Reddi Dora,India,2500,Telugu,Hinduism,17.686816,83.218482,2,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0333,113449,Reddi Dhora,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Reddika,India,242000,Telugu,Hinduism,18.107806,83.397139,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,117743,Reddika,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"100,000+",Indigenous,IND
Reef Islander,Solomon Islands,15500,Äiwoo,Christianity - Non-Evangelical Protestant,-10.266,166.357,5,Unengaged,Strenuous,Free,Low,Moderate,Level 2: Exercise Increased Caution,A010,C0197,108343,Reef Islander,SLB,BP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,SLB
Rehar,India,3700,Gaddi,Hinduism,32.443058,76.538274,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,113450,Rehar,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
